"molecule_SMILES","UniProt_ID","affinity_score"
"CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N","Q13464",62.1
"C1=CC(=CC=C1C2=CC=NC=C2)C(=O)NC(CO)C3=CC(=CC(=C3)Cl)Cl","Q05655",66.5
"C1=CC=C(C=C1)CNC(=O)C2=CC=CC(=C2)C3=CN=C4C(=C3)C=CN4","P07333",65.8
"CN1C=C(C2=C1N=CN=C2N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F","Q16620",65.4
"C1=CC(=C2C(=C1Cl)C(=C(S2)C(=O)N)N)Br","O43293",67.7
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)O","O95819",71.4
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=C(C=C9)C(=O)O)OC","Q05655",75.8
"C1CCCC(CC1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N","P12931",79.8
"C1=CC=C2C(=C1)N=C(O2)NC3=CC=C(C=C3)C4=CN=C(C5=C4C=C(S5)C(=O)N)N","Q13131",65.2
"CS(=O)(=O)NC1CCCC(C1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4","O75116",77.6
"CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C","P24941",73.7
"CN1CCN(CC1)C2=CC(=C(C=C2)OC)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C","O14965",62.1
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NN=C(O4)N)Cl","P35968",62.7
"CN(C)CC(=O)N1CCC2=CC(=C(C=C21)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C(=CC=C5)F)C(=O)N)OC","O96013",64
"CC(C)N(C)C(=O)C1=C(N=NN1CC2=CC=CC=C2)C3=CC4=C(C=C3)NN=C4","Q13464",71.4
"C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3","P49760",72
"C1=CC(=CC(=C1)Br)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P36888",86.3
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4NC(=O)C5=CC=C(C=C5)F","P11309",69.6
"CN1CCN(CC1)C2=NC3=C(C=C2)N(C(=N3)C4=CC=C(C=C4)F)C5=NC(=NC=C5)NC6CCCC6","P00533",62.1
"CC1=CC=CC(=C1)C2(CC2C(=O)NC3=CC=NC=C3)C4=CC(=CC=C4)C","P49840",68.3
"CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5","P51955",66.5
"CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5","Q96GD4",66.5
"CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4","O75116",74.5
"CC(C)NC1=C(N=C2N1C=CC=N2)C3=CC4=C(C=C3)NN=C4","P17612",70.8
"C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=COC=C5)N)F","P00519",74.5
"C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=CN=CC3=C2C=C(S3)C(=O)N","P11362",64
"CC(=O)N(C)[C@H]1C[C@H]2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)[C@@]([C@H]1OC)(O2)C)CNC6=O","P00533",65.7
"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C6=CC(=CC=C6)C(=O)NC7=CC=CC=C7F","P11309",62.1
"C1=CC=C(C=C1)C2=C(C(=O)NC3=C2C=C(C=C3)Cl)N","P11309",66.5
"COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Br)C(=NO2)N","P36888",79.7
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C(C4=NC=CN=C4C=C3)N","Q13627",63.4
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)Cl","P17612",62.8
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4NC(=O)C5=CC=C(C=C5)Cl","P52333",64
"C1CC(CN(C1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4)O","P05129",62.7
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N","P05129",62.7
"C1CC(CNC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F","O94806",66.5
"CCNC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCCCN(CC)CC)C3=C(C=CC=C3Cl)Cl","Q05655",57.8
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4N","O43293",72
"CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)N","O96013",64
"CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3CC[C@@H]([C@]3(CC[C@@H]2O)C)[C@H](C)/C=C/CC(C)C","P08581",58.8
"CC1=CC(=CC=C1)NC(=O)NC2=C(C=C(C=C2)C3=C4CNC(=O)C4=CC=C3)C","Q9HAZ1",62.1
"CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6","O95819",62.1
"CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N)C","Q12851",70.2
"CSC1=CNC2=C(C1=O)C=CC3=C2C=CN=C3","O75116",73.9
"COC1=CC=CC(=C1)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4","P45984",64.6
"COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)S2)O","O94806",62.1
"CCCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P45984",64.6
"CC1=NC2=C(C(=O)O1)SC3=C(C=CC(=C23)Cl)Br","P45984",64.6
"C1=CC=C(C=C1)CNC2=C3C(=CC(=C2)Cl)C4=C(N3)C=NC=C4","P05129",59.6
"CS(=O)(=O)NC1=C(C=C2C(=C1)OCCCCCOC3=NC(=CN=C3C#N)NC(=O)N2)Cl","O95819",73.3
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCN5CCOCC5)N","P11309",62.1
"CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)N(C)CCCN(C)C","P11362",64.6
"CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C","P08581",65.8
"CC1=CC=C(S1)C2=C(C(=O)NC(=C2)C3=C(C=CC(=C3)Br)O)C#N","P17612",72
"CC1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)C3=C4CNC(=O)C4=CC=C3)C)C","O96013",64
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCNS(=O)(=O)C)N","Q13131",63.4
"C1=CC=C2C(=C1)NC3=NN=C(C=C3C(=O)N2)I","O95819",63.4
"C1=CC2=NC=C(C=C2C=C1C3=CC=NC=C3)O","P00519",65.8
"C1=CC2=NC=CC(=C2C=C1C(F)(F)F)NC(=O)NC3=NC=CN=C3","P48729",64.6
"CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C","P49841",64.6
"COC1=C2C(=C(C=C1)C3=CC=C(C=C3)N)C=NO2","P35968",56.5
"CN1CCN(CC1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C(=O)N","P49841",67.1
"C1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4","P52333",65.2
"C1=CSC(=C1)C2=CC(=NC3=CC=NN32)C(=O)O","P11362",57.8
"C1=CC=C(C=C1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4","P11362",65.8
"COC1=CC=C(C=C1)C2=NNC3=C2C(=O)C4=CC=CC=C43","O94806",50.6
"CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OC)ON=C4N)F","O43293",67.7
"C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=C4C(=NC=NN4C=C3)N","P35968",68.7
"CC(C)(C)C1=CC(=C(S1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)C(=O)N3CCC(=O)N(CC3)CCN(C)C","Q00535",59.1
"C1=CC2=NC=C(C=C2C=C1C3=CC=NC=C3)O","O96013",64
"CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N","O96013",64
"CC1=CC2=C(N1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C5=CC(=CC=C5)S(=O)(=O)C)N","O95819",77
"COC1C(OC(C(C1O)O)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)C(=O)NC5=O)CO","P41743",55
"C1=CC2=C(C=CN=C2C(=C1)C(F)(F)F)NC(=O)NC3=NC=CN=C3","P06213",64
"CC(C1CCCCC1)NC2=C(C(=O)C2=O)NC3=CC=NC=C3","P06239",65.8
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NN=C(O4)N)Cl","O96013",64
"C1=CC=C(C=C1)C2=NC(=NC=N2)NC3=CC(=C(C=C3)O)CN","P48729",64.6
"C1=CC=C2C(=C1)C(=CC=N2)NC(=O)NC3=NC=CN=C3","P52333",67.1
"C[C@H](CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)Cl)O)C(=NC=N2)N","P00519",73.8
"CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OC)ON=C4N)F","P17948",80.1
"CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OC)ON=C4N)F","P48729",63.4
"COC1=CC(=C(C=C1)C(=O)NC2=NC3=C(S2)C=C(C=C3)Cl)OC","O94806",62.1
"C1=CN=C2C(=CC(=CC2=C1NC(=O)NC3=NC=CN=C3)F)F","P49840",78.9
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CN(C6=O)CC9=CC=CC=C9)N(C)C(=O)C1=CC=CC=C1)OC","P05129",55.9
"CN1CCN(CC1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C(=O)N","O60674",67.1
"CCOC(=O)C1=CN(C2=C(C1=O)C=CC(=C2)C3=CC=NC=C3)C4=C(C=C(C=C4)O)C","Q13464",73.3
"C1=CC=C(C=C1)NC(=O)NC2=CC=CC=N2","Q96GD4",56.5
"C1=CC(=CN=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)SC(F)F","Q9HAZ1",72
"CC1=CC(=CC=C1)NC2=NC=CC(=N2)NC3=C(C(=O)C3=O)NC(C)C(C)(C)C","Q05655",62.7
"C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F","P08581",72.7
"CC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Br)C(=NN2)N","O96013",64
"CC1=C(N=NN1CC2=CC=CC=C2)C3=CC4=C(C=C3)NN=C4N","P11309",62.1
"CC(=O)NC1=NN2C=CC=CC2=C1","P07333",57.1
"C1C(CC(=O)C2=C1NC3=C(C2=O)C=CC(=C3)Cl)C4=C(C=C(C=C4)Cl)Cl","P11309",78.3
"C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC=C3C4=C(C=CC5=C4SC=N5)NC3=O","P41743",64
"C1=CC(=CC(=C1)NC(=O)NC2=C(C=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F)C(F)(F)F","P17948",90.1
"CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2CO)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCOCC5)C","O95819",64
"COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)NC4=C(C=CC(=C4)C5=CC=CC=C5NS(=O)(=O)C)C(=O)N3","Q13627",65.2
"CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)C(=O)NC3=CC(=CC(=C3)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C","O43293",77
"C1=CC2=C(C=C1C3=CN=C4C(=C3)C=CN4)NN=C2","P24941",67.7
"C1=CC(=CC=C1CC(CO)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3)Cl","P35968",62.7
"C1CN2CC[C@](CN2[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)CCl)(CC3=CC=CC=C3)N","Q05513",70
"CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(SC4=NC=NC(=C34)N)C)C","Q9HAZ1",68.3
"CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)OC(F)F)N","P49841",72.7
"CN(C)C1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)C7=CC=CC=C7","P17948",64.6
"CN1C=C(C=C1C(=O)OC)NC(=O)CCN2C3=CC=CC=C3C4=C5CNC(=O)C5=C6C7=CC=CC=C7NC6=C42","P41743",65.4
"C1C([C@H](OC2=C1C(=CC(=C2[C@@H]3C([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O)C9=CC(=C(C=C9)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O","P41743",66.5
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)N","P06493",62.7
"C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br","P45984",64.6
"C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C=C(C=C6)O","Q05655",55.9
"C1CC2=C(C=CS2)C3=C1C=NN3","O96013",57.8
"C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO","Q96GD4",63.4
"COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC","P49841",78.9
"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C6=CC(=CC=C6)C(=O)NC7=CC=CC=C7F","Q05655",62.7
"CCCN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6NC5=C31)C(=O)NC4=O","Q05513",57.8
"CC1=CC=C(S1)C2=C(C(=O)NC(=C2)C3=C(C=CC(=C3)Br)O)C#N","Q7L7X3",63.4
"CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=NC=NC4=C3C=NN4C5=CC=CC=C5","P49840",62.7
"COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC","Q05655",62.7
"C1CC(CN(C1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4)C(=O)N","Q16620",64
"COC1=CC2=C(CC3=C2NN=C3C4=CN=C(C=C4)C#N)C=C1C#C","P12931",64
"CN(C)C1=C(C=C2C=NSC2=C1)NC(=O)C(=O)O","Q9HAZ1",65.8
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CCN)C4=CC=C(C=C4)F)CO","P12931",66.5
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=NOC4=NC=NC(=C34)N","P31749",62.7
"C1CCN(C1)C2CCC(CC2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6","P51955",63.4
"C1=CC=C2C(=C1)C(=CC=N2)NC(=O)NC3=NC=CN=C3","Q16620",64
"CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N","P17948",64.9
"C1=CSC(=C1)C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)C4=CC=CS4","Q00535",64
"CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCCC(C)(C)O)C4=C(C=C(C=C4)F)F","P49841",67.7
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)N","Q16620",64
"C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCN)C=NN4","O75116",71.5
"C[C@H]1C/C=C\C(=O)CCCCCC2=CC(=CC(=C2C(=O)O1)O)OC","P17948",55.9
"COC1=C(C=C2C(=C1)C=NC3=C2C(=O)NC3=O)OC","P49760",64
"C1=C/C(=N/C(=O)NC2=CNC=CN2)/C3=CC=CC(=O)C3=C1","P17948",64.6
"C1CC1N2C3=C(C(=C(C=C3C(=O)C4=C2SNC4=O)F)NCC5=CC=CC=C5)F","P24941",64.6
"COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)O)OCC4=CC=CC=C4C(F)(F)F)OC","P11309",73.9
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N","P51955",70.8
"CC(C)(C)NC1=C(C(=O)C1=O)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C4=CC=NC=C4","P36888",70.2
"C1=CC(=CC=C1C#N)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)C#N","P41743",55.9
"CCOC1=CC=CC=C1C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)N4CCCC4","Q13464",62.1
"CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)Cl","P17612",74.5
"C1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]","P07333",65.8
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N","P49760",62.7
"C[C@@H](C1=CC=CC=C1)NC2=NC=CC(=N2)C3=C(N=C(N3C)C4CCNCC4)C5=CC(=CC=C5)C(F)(F)F","P06239",60.2
"COCOC1=C(C(=CC=C1)OCOC)C2=C(C=C(C=C2)NS(=O)(=O)C)C(=O)OC","Q7L7X3",63.4
"C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C=C(C=C6)O","P05129",54
"CCCC(=O)NC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl","P04629",65.2
"C1=CC=C2C(=C1)N/C(=C/3\C=C(C=CC3=O)NC(=S)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])/S2","P08069",71.5
"CN(C)CC1=CC(=C(C=C1)OC)NC2=NC=CC(=N2)C3=C(N=C4N3C=CS4)C5=CC(=CC=C5)NC(=O)C6=C(C=CC=C6F)F","Q7L7X3",70.8
"CCCCNC1=NC(=C(S1)C(=O)C2=CC=CC=C2)N","Q7L7X3",63.4
"CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCNCC6","Q05655",70.8
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)Cl","P05129",62.6
"C1CN(CCN1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65","P17948",65.8
"C1[C@H]([C@@H]([C@H](O[C@@H]1N2C3=C(C=CC(=C3)O)C4=C5C(=C6C7=C(C=C(C=C7)O)NC6=C42)C(=O)N(C5=O)NC(CO)CO)CO)O)O","Q05655",54.8
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC(=CC=C4)Cl)N","O94806",83.2
"CCCOC1=C(C(=CC(=N1)NC(=O)C)N)C#N","Q7L7X3",62.1
"CN(C)C1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4","P06241",63.4
"C1CC(CCC1N)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4","Q12851",76.4
"C1=CC(=CC=C1NC2=C3C(=CSC3=NC=N2)Cl)O","P51955",62.1
"CC1=CC(=O)NN=C1C2=CC(=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F)Cl","P49760",64.6
"CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO","P36888",65.2
"C1C2=C(C=C(C=C2C3=CC=C(C=C3)NC4=NC5=CC=CC=C5O4)OCCCN)C(=O)N1","P45983",65.2
"COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)NC4=C(C=CC(=C4)C5=CC=CC=C5NS(=O)(=O)C)C(=O)N3","O60674",66.5
"C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3","P35968",66.5
"CC(C(C)(C)C)NC1=C(C(=O)C1=O)NC2=CC=NC=C2","P45983",65.2
"CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)Cl","P07333",79.5
"C1=CC(=CC=C1C2=CN=CC3=C2C=C(S3)C(=O)N)F","P11362",64
"COC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","O14965",67.1
"CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=C4CNC(=O)C4=CC=C3)C","P06493",62.7
"C1=CC(=CC=C1C(=O)NC2=CC3=C(C=C2)NN=C3)Cl","Q96GD4",63.4
"C1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)NCC4=CC=C(C=C4)Cl","P12931",70.8
"CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C","P17612",62.7
"CCCCNC1=C(N=C2N1C=CC=N2)C3=CC4=C(C=C3)NN=C4","P11309",72.2
"CC1=C(C=CC(=C1)OCC2=CC(=C(C=C2)Cl)Cl)CN3CC(C3)C(=O)O","P11362",64.6
"C1CC(CCC1N)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4","P08069",66.5
"C1=CC=C(C(=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)F","P00519",69.6
"CCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)C(=O)C","P48729",70.8
"CCOC(=O)C1=C2N(C(=C(C1C3=CC=CO3)C#N)N)C(=O)C(=CC4=CC=CO4)S2","Q9HAZ1",64.6
"CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)N(C)CCN","O60674",65.8
"C1CCC(CC1)NC2=C(N=C3N2C=CC=N3)C4=CC5=C(C=C4)NN=C5","P45984",64.6
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N","P45983",82.2
"CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F","Q00535",76.4
"C1=CC=C2C(=C1)N=NN2CC3=CN(N=N3)C4=CC5=C(C=C4)NN=C5","P00533",66.5
"CC(C)(CO)C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3CCC4)C5=C(C=C(C=C5)F)F","P07333",65.8
"C1=CC=C(C=C1)C2=CNC3=C2C(=NC=N3)NC(CO)CO","P52333",70.8
"COC1=C(C=C(C(=C1)C=O)Cl)NC(=O)NC2=NC=C(N=C2)C#N","P07333",65.8
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)C(=O)NCC5=CC(=CC=C5)F)O","O14965",68.3
"CCCCNC1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)CCNCCO","Q16620",64
"CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3=O)C(=NN4)C5=CSC(=C5)C#CCOCCOC","Q13627",63.4
"C1=CC(=CC(=C1)O)NC2=C3C(=CSC3=NC=N2)Cl","P17612",63.4
"COC1=C(C=C(C=C1)C=C2C(=NOC2=O)C3=CC=C(C=C3)Br)OC","Q9HAZ1",62.1
"CC(=O)OCCN1C2=NC(=O)C=C(C2=C(N1)C3=CC(=CC=C3)Br)C(F)(F)F","P52333",64
"C1=CC=C2C(=C1)NC(=N2)C=CC3=CN=C(C4=C3SC=C4C5=CC=C(C=C5)N)N","P31749",62.7
"CC(C)C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3C=CO4)C5=C(C=C(C=C5)F)F","Q7L7X3",62.1
"C1C[C@H]([C@@H](CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=CC=CC=C4C(=O)O)O","Q05513",69.5
"C1=CC(=C2C=NSC2=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)F)C(F)(F)F","P05129",62.7
"CN(C1=CC=CC=C1CNC2=NC(=NC3=C2C=CN3)N)S(=O)(=O)C","P11309",62.1
"CC1=CN=C(S1)NC2=NC(=NC=C2Br)NC(C)C","P11309",63.4
"CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4","P51955",63.4
"COC1=CC=CC(=C1)C(CN)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","Q7L7X3",62.1
"C1=CC=C(C=C1)C2=CNC3=NC=C(C=C23)C4=CC(=CC=C4)C(=O)N","P06493",75.8
"C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N","O94806",64.6
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(C=C4)C=NC=C5)N","P00519",64.6
"CN(C)C1=CC=C(C=C1)C2=CC(=NC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N)C4=CC=C(C=C4)[N+](=O)[O-]","P49760",64.6
"CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4","O94806",74.5
